Time_ms,RPM,NormalizedRPM,Gear,Throttle,Slip,Surface,W_Idle,W_Low,W_Mid,W_High,W_Redline,P_Idle,P_Low,P_Mid,P_High,P_Redline,EngineGain,BedKey,BedGain,Trigger,DominantBand,Crossfade
10392,14916.0,0.8333,3,1.000,0.019,asphalt,0.0000,0.0000,0.0000,0.6669,0.3331,3.5000,2.0078,1.8199,2.6731,1.9404,1.0000,,0.0000,,3,1
10442,14972.0,0.8378,3,1.000,0.018,asphalt,0.0000,0.0000,0.0000,0.6490,0.3510,3.5000,2.0153,1.8267,2.6832,1.9477,1.0000,,0.0000,,3,1
10492,15027.0,0.8422,3,1.000,0.017,asphalt,0.0000,0.0000,0.0000,0.6314,0.3686,3.5000,2.0227,1.8335,2.6930,1.9549,1.0000,,0.0000,,3,1
10542,15082.0,0.8466,3,1.000,0.015,asphalt,0.0000,0.0000,0.0000,0.6138,0.3862,3.5000,2.0302,1.8402,2.7029,1.9620,1.0000,,0.0000,,3,1
10592,15137.0,0.8510,3,1.000,0.014,asphalt,0.0000,0.0000,0.0000,0.5962,0.4038,3.5000,2.0376,1.8469,2.7127,1.9692,1.0000,,0.0000,,3,1
10642,15192.0,0.8554,3,1.000,0.013,asphalt,0.0000,0.0000,0.0000,0.5786,0.4214,3.5000,2.0450,1.8536,2.7226,1.9763,1.0000,,0.0000,,3,1
10692,15248.0,0.8598,3,1.000,0.012,asphalt,0.0000,0.0000,0.0000,0.5606,0.4394,3.5000,2.0525,1.8604,2.7326,1.9836,1.0000,,0.0000,,3,1
10742,15304.0,0.8643,3,1.000,0.011,asphalt,0.0000,0.0000,0.0000,0.5427,0.4573,3.5000,2.0600,1.8673,2.7427,1.9909,1.0000,,0.0000,,3,1
10792,15361.0,0.8689,3,1.000,0.010,asphalt,0.0000,0.0000,0.0000,0.5245,0.4755,3.5000,2.0677,1.8742,2.7529,1.9983,1.0000,,0.0000,,3,1
10842,15418.0,0.8734,3,1.000,0.010,asphalt,0.0000,0.0000,0.0000,0.5062,0.4938,3.5000,2.0754,1.8812,2.7631,2.0057,1.0000,,0.0000,,3,1
10892,15475.0,0.8780,3,1.000,0.009,asphalt,0.0000,0.0000,0.0000,0.4880,0.5120,3.5000,2.0831,1.8881,2.7733,2.0131,1.0000,,0.0000,,4,1
10942,15532.0,0.8826,3,1.000,0.009,asphalt,0.0000,0.0000,0.0000,0.4698,0.5302,3.5000,2.0907,1.8951,2.7835,2.0206,1.0000,,0.0000,,4,1
10992,15588.0,0.8870,3,1.000,0.009,asphalt,0.0000,0.0000,0.0000,0.4518,0.5482,3.5000,2.0983,1.9019,2.7935,2.0278,1.0000,,0.0000,,4,1
11042,15643.0,0.8914,3,1.000,0.008,asphalt,0.0000,0.0000,0.0000,0.4342,0.5658,3.5000,2.1057,1.9086,2.8034,2.0350,1.0000,,0.0000,,4,1
11092,15697.0,0.8958,3,1.000,0.009,asphalt,0.0000,0.0000,0.0000,0.4170,0.5830,3.5000,2.1129,1.9152,2.8131,2.0420,1.0000,,0.0000,,4,1
11142,15763.0,0.9010,3,1.000,0.012,asphalt,0.0000,0.0000,0.0000,0.3958,0.6042,3.5000,2.1218,1.9233,2.8249,2.0506,1.0000,,0.0000,,4,1
11192,15872.0,0.9098,3,1.000,0.015,asphalt,0.0000,0.0000,0.0000,0.3610,0.6390,3.5000,2.1365,1.9366,2.8444,2.0648,1.0000,,0.0000,,4,1
11242,15912.0,0.9130,3,1.000,0.011,asphalt,0.0000,0.0000,0.0000,0.3482,0.6518,3.5000,2.1419,1.9414,2.8516,2.0700,1.0000,,0.0000,,4,1
11292,15935.0,0.9148,3,1.000,0.010,asphalt,0.0000,0.0000,0.0000,0.3408,0.6592,3.5000,2.1450,1.9442,2.8557,2.0730,1.0000,,0.0000,,4,1
11342,15960.0,0.9168,3,1.000,0.009,asphalt,0.0000,0.0000,0.0000,0.3328,0.6672,3.5000,2.1483,1.9473,2.8602,2.0762,1.0000,,0.0000,,4,1
11392,15993.0,0.9194,3,1.000,0.008,asphalt,0.0000,0.0000,0.0000,0.3222,0.6778,3.5000,2.1528,1.9513,2.8661,2.0805,1.0000,,0.0000,,4,1
11442,16048.0,0.9238,3,1.000,0.008,asphalt,0.0000,0.0000,0.0000,0.3046,0.6954,3.5000,2.1602,1.9580,2.8760,2.0877,1.0000,,0.0000,,4,1
11492,14669.0,0.8135,3,0.000,0.003,asphalt,0.0000,0.0000,0.0000,0.7459,0.2541,3.5000,1.9746,1.7898,2.6289,1.9083,0.4500,,0.0000,,3,1
11542,13162.0,0.6930,3,0.000,0.007,asphalt,0.0000,0.0000,0.2282,0.7718,0.0000,3.3398,1.7717,1.6059,2.3588,1.7122,0.4500,,0.0000,,3,1
11592,12179.0,0.6143,4,0.333,0.002,asphalt,0.0000,0.0000,0.5427,0.4573,0.0000,3.0903,1.6394,1.4860,2.1826,1.5844,0.6331,,0.0000,shift_up,2,1
11642,12739.0,0.6591,4,1.000,0.015,asphalt,0.0000,0.0000,0.3635,0.6365,0.0000,3.2324,1.7148,1.5543,2.2830,1.6572,1.0000,,0.0000,,3,1
11692,13261.0,0.7009,4,1.000,0.030,asphalt,0.0000,0.0000,0.1965,0.8035,0.0000,3.3649,1.7850,1.6180,2.3765,1.7251,1.0000,,0.0000,,3,1
11742,13680.0,0.7344,4,1.000,0.050,asphalt,0.0000,0.0000,0.0624,0.9376,0.0000,3.4712,1.8414,1.6691,2.4516,1.7796,1.0000,,0.0000,,3,0
11792,14042.0,0.7634,4,1.000,0.060,asphalt,0.0000,0.0000,0.0000,0.9466,0.0534,3.5000,1.8902,1.7133,2.5165,1.8267,1.0000,,0.0000,,3,0
11842,14265.0,0.7812,4,1.000,0.077,asphalt,0.0000,0.0000,0.0000,0.8752,0.1248,3.5000,1.9202,1.7405,2.5565,1.8557,1.0000,,0.0000,,3,1
11892,14354.0,0.7883,4,1.000,0.076,asphalt,0.0000,0.0000,0.0000,0.8467,0.1533,3.5000,1.9322,1.7513,2.5724,1.8673,1.0000,,0.0000,,3,1
11942,14480.0,0.7984,4,1.000,0.095,asphalt,0.0000,0.0000,0.0000,0.8064,0.1936,3.5000,1.9491,1.7667,2.5950,1.8837,1.0000,,0.0000,,3,1
11992,14515.0,0.8012,4,1.000,0.092,asphalt,0.0000,0.0000,0.0000,0.7952,0.2048,3.5000,1.9538,1.7710,2.6013,1.8883,1.0000,,0.0000,,3,1
12042,14678.0,0.8142,4,1.000,0.094,asphalt,0.0000,0.0000,0.0000,0.7430,0.2570,3.5000,1.9758,1.7909,2.6305,1.9095,1.0000,,0.0000,,3,1
12092,14922.0,0.8338,4,1.000,0.115,asphalt,0.0000,0.0000,0.0000,0.6650,0.3350,3.5000,2.0086,1.8206,2.6742,1.9412,1.0000,,0.0000,,3,1
12142,14815.0,0.8252,4,1.000,0.099,asphalt,0.0000,0.0000,0.0000,0.6992,0.3008,3.5000,1.9942,1.8076,2.6550,1.9273,1.0000,,0.0000,,3,1
12192,15020.0,0.8416,4,1.000,0.123,asphalt,0.0000,0.0000,0.0000,0.6336,0.3664,3.5000,2.0218,1.8326,2.6918,1.9539,1.0000,,0.0000,,3,1
12242,14808.0,0.8246,4,1.000,0.107,asphalt,0.0000,0.0000,0.0000,0.7014,0.2986,3.5000,1.9933,1.8067,2.6538,1.9264,1.0000,,0.0000,,3,1
12292,14931.0,0.8345,4,1.000,0.103,asphalt,0.0000,0.0000,0.0000,0.6621,0.3379,3.5000,2.0098,1.8217,2.6758,1.9424,1.0000,,0.0000,,3,1
12342,15200.0,0.8560,4,1.000,0.122,asphalt,0.0000,0.0000,0.0000,0.5760,0.4240,3.5000,2.0460,1.8546,2.7240,1.9774,1.0000,,0.0000,,3,1
12392,15078.0,0.8462,4,1.000,0.115,asphalt,0.0000,0.0000,0.0000,0.6150,0.3850,3.5000,2.0296,1.8397,2.7022,1.9615,1.0000,,0.0000,,3,1
12442,15189.0,0.8551,4,1.000,0.131,asphalt,0.0000,0.0000,0.0000,0.5795,0.4205,3.5000,2.0446,1.8532,2.7220,1.9759,1.0000,,0.0000,,3,1
12492,15046.0,0.8437,4,1.000,0.112,asphalt,0.0000,0.0000,0.0000,0.6253,0.3747,3.5000,2.0253,1.8358,2.6964,1.9573,1.0000,,0.0000,,3,1
12542,15092.0,0.8474,4,1.000,0.118,asphalt,0.0000,0.0000,0.0000,0.6106,0.3894,3.5000,2.0315,1.8414,2.7047,1.9633,1.0000,,0.0000,,3,1
12592,14968.0,0.8374,4,1.000,0.103,asphalt,0.0000,0.0000,0.0000,0.6502,0.3498,3.5000,2.0148,1.8263,2.6824,1.9472,1.0000,,0.0000,,3,1
12642,14818.0,0.8254,4,1.000,0.084,asphalt,0.0000,0.0000,0.0000,0.6982,0.3018,3.5000,1.9946,1.8080,2.6556,1.9277,1.0000,,0.0000,,3,1
12692,14809.0,0.8247,4,1.000,0.086,asphalt,0.0000,0.0000,0.0000,0.7011,0.2989,3.5000,1.9934,1.8069,2.6539,1.9265,1.0000,,0.0000,,3,1
12742,14804.0,0.8243,4,1.000,0.080,asphalt,0.0000,0.0000,0.0000,0.7027,0.2973,3.5000,1.9927,1.8062,2.6530,1.9258,1.0000,,0.0000,,3,1
12792,14664.0,0.8131,4,1.000,0.060,asphalt,0.0000,0.0000,0.0000,0.7475,0.2525,3.5000,1.9739,1.7892,2.6280,1.9076,1.0000,,0.0000,,3,1
12842,14638.0,0.8110,4,1.000,0.052,asphalt,0.0000,0.0000,0.0000,0.7558,0.2442,3.5000,1.9704,1.7860,2.6233,1.9043,1.0000,,0.0000,,3,1
12892,14681.0,0.8145,4,1.000,0.049,asphalt,0.0000,0.0000,0.0000,0.7421,0.2579,3.5000,1.9762,1.7912,2.6310,1.9098,1.0000,,0.0000,,3,1
12942,14748.0,0.8198,4,1.000,0.048,asphalt,0.0000,0.0000,0.0000,0.7206,0.2794,3.5000,1.9852,1.7994,2.6430,1.9186,1.0000,,0.0000,,3,1
12992,14893.0,0.8314,4,1.000,0.052,asphalt,0.0000,0.0000,0.0000,0.6742,0.3258,3.5000,2.0047,1.8171,2.6690,1.9374,1.0000,,0.0000,,3,1
13042,15044.0,0.8435,4,1.000,0.057,asphalt,0.0000,0.0000,0.0000,0.6259,0.3741,3.5000,2.0250,1.8355,2.6961,1.9571,1.0000,,0.0000,,3,1
13092,15077.0,0.8462,4,1.000,0.057,asphalt,0.0000,0.0000,0.0000,0.6154,0.3846,3.5000,2.0295,1.8396,2.7020,1.9614,1.0000,,0.0000,,3,1
13142,15248.0,0.8598,4,1.000,0.065,asphalt,0.0000,0.0000,0.0000,0.5606,0.4394,3.5000,2.0525,1.8604,2.7326,1.9836,1.0000,,0.0000,,3,1
13192,15368.0,0.8694,4,1.000,0.082,asphalt,0.0000,0.0000,0.0000,0.5222,0.4778,3.5000,2.0686,1.8751,2.7541,1.9992,1.0000,,0.0000,,3,1
13242,15411.0,0.8729,4,1.000,0.075,asphalt,0.0000,0.0000,0.0000,0.5085,0.4915,3.5000,2.0744,1.8803,2.7618,2.0048,1.0000,,0.0000,,3,1
13292,15430.0,0.8744,4,1.000,0.083,asphalt,0.0000,0.0000,0.0000,0.5024,0.4976,3.5000,2.0770,1.8826,2.7652,2.0073,1.0000,,0.0000,,3,1
13342,15676.0,0.8941,4,1.000,0.090,asphalt,0.0000,0.0000,0.0000,0.4237,0.5763,3.5000,2.1101,1.9126,2.8093,2.0393,1.0000,,0.0000,,4,1
13392,15753.0,0.9002,4,1.000,0.108,asphalt,0.0000,0.0000,0.0000,0.3990,0.6010,3.5000,2.1205,1.9220,2.8231,2.0493,1.0000,,0.0000,,4,1
13442,15686.0,0.8949,4,1.000,0.118,asphalt,0.0000,0.0000,0.0000,0.4205,0.5795,3.5000,2.1115,1.9139,2.8111,2.0406,1.0000,,0.0000,,4,1
13492,16086.0,0.9269,4,1.000,0.130,asphalt,0.0000,0.0000,0.0000,0.2925,0.7075,3.5000,2.1653,1.9627,2.8828,2.0926,1.0000,,0.0000,,4,1
13542,16076.0,0.9261,4,1.000,0.130,asphalt,0.0000,0.0000,0.0000,0.2957,0.7043,3.5000,2.1640,1.9614,2.8810,2.0913,1.0000,,0.0000,,4,1
13592,16100.0,0.9280,4,1.000,0.146,asphalt,0.0000,0.0000,0.0000,0.2880,0.7120,3.5000,2.1672,1.9644,2.8853,2.0944,1.0000,,0.0000,,4,1
13642,15553.0,0.8842,4,0.000,0.135,asphalt,0.0000,0.0000,0.0000,0.4630,0.5370,3.5000,2.0936,1.8976,2.7873,2.0233,0.4500,,0.0000,,4,1
13692,13955.0,0.7564,4,0.000,0.098,asphalt,0.0000,0.0000,0.0000,0.9744,0.0256,3.5000,1.8784,1.7027,2.5009,1.8154,0.4500,,0.0000,,3,0
13742,12521.0,0.6417,4,0.000,0.060,asphalt,0.0000,0.0000,0.4333,0.5667,0.0000,3.1771,1.6854,1.5277,2.2439,1.6289,0.4500,,0.0000,,3,1
13792,12111.0,0.6089,5,0.833,0.037,asphalt,0.0000,0.0000,0.5645,0.4355,0.0000,3.0731,1.6302,1.4777,2.1704,1.5755,0.9081,,0.0000,shift_up,2,1
13842,12624.0,0.6499,5,1.000,0.067,asphalt,0.0000,0.0000,0.4003,0.5997,0.0000,3.2032,1.6993,1.5403,2.2624,1.6423,1.0000,,0.0000,,3,1
13892,13033.0,0.6826,5,1.000,0.092,asphalt,0.0000,0.0000,0.2694,0.7306,0.0000,3.3070,1.7543,1.5902,2.3357,1.6955,1.0000,,0.0000,,3,1
13942,13214.0,0.6971,5,1.000,0.113,asphalt,0.0000,0.0000,0.2115,0.7885,0.0000,3.3530,1.7787,1.6122,2.3681,1.7190,1.0000,,0.0000,,3,1
13992,13109.0,0.6887,5,1.000,0.100,asphalt,0.0000,0.0000,0.2451,0.7549,0.0000,3.3263,1.7646,1.5994,2.3493,1.7053,1.0000,,0.0000,,3,1
14042,13091.0,0.6873,5,1.000,0.093,asphalt,0.0000,0.0000,0.2509,0.7491,0.0000,3.3217,1.7621,1.5972,2.3461,1.7030,1.0000,,0.0000,,3,1
14092,13075.0,0.6860,5,1.000,0.100,asphalt,0.0000,0.0000,0.2560,0.7440,0.0000,3.3177,1.7600,1.5953,2.3432,1.7009,1.0000,,0.0000,,3,1
14142,12962.0,0.6770,5,1.000,0.084,asphalt,0.0000,0.0000,0.2922,0.7078,0.0000,3.2890,1.7448,1.5815,2.3229,1.6862,1.0000,,0.0000,,3,1
14192,12839.0,0.6671,5,1.000,0.066,asphalt,0.0000,0.0000,0.3315,0.6685,0.0000,3.2578,1.7282,1.5665,2.3009,1.6702,1.0000,,0.0000,,3,1
14242,12771.0,0.6617,5,1.000,0.054,asphalt,0.0000,0.0000,0.3533,0.6467,0.0000,3.2405,1.7191,1.5582,2.2887,1.6614,1.0000,,0.0000,,3,1
14292,12800.0,0.6640,5,1.000,0.051,asphalt,0.0000,0.0000,0.3440,0.6560,0.0000,3.2479,1.7230,1.5617,2.2939,1.6651,1.0000,,0.0000,,3,1
14342,12879.0,0.6703,5,1.000,0.052,asphalt,0.0000,0.0000,0.3187,0.6813,0.0000,3.2680,1.7336,1.5714,2.3081,1.6754,1.0000,,0.0000,,3,1
14392,12941.0,0.6753,5,1.000,0.052,asphalt,0.0000,0.0000,0.2989,0.7011,0.0000,3.2837,1.7420,1.5789,2.3192,1.6835,1.0000,,0.0000,,3,1
14442,12947.0,0.6758,5,1.000,0.049,asphalt,0.0000,0.0000,0.2970,0.7030,0.0000,3.2852,1.7428,1.5797,2.3203,1.6843,1.0000,,0.0000,,3,1
14492,12982.0,0.6786,5,1.000,0.051,asphalt,0.0000,0.0000,0.2858,0.7142,0.0000,3.2941,1.7475,1.5839,2.3265,1.6888,1.0000,,0.0000,,3,1
14542,13086.0,0.6869,5,1.000,0.058,asphalt,0.0000,0.0000,0.2525,0.7475,0.0000,3.3205,1.7615,1.5966,2.3452,1.7024,1.0000,,0.0000,,3,1
14592,13190.0,0.6952,5,1.000,0.062,asphalt,0.0000,0.0000,0.2192,0.7808,0.0000,3.3469,1.7755,1.6093,2.3638,1.7159,1.0000,,0.0000,,3,1
14642,13228.0,0.6982,5,1.000,0.058,asphalt,0.0000,0.0000,0.2070,0.7930,0.0000,3.3565,1.7806,1.6140,2.3706,1.7208,1.0000,,0.0000,,3,1
14692,13036.0,0.6829,5,0.500,0.045,asphalt,0.0000,0.0000,0.2685,0.7315,0.0000,3.3078,1.7547,1.5905,2.3362,1.6959,0.7250,,0.0000,,3,1
14742,12302.0,0.6242,5,0.000,0.004,asphalt,0.0000,0.0000,0.5034,0.4966,0.0000,3.1215,1.6559,1.5010,2.2047,1.6004,0.4500,,0.0000,,2,1
14792,12109.0,0.6087,5,0.000,0.011,asphalt,0.0000,0.0000,0.5651,0.4349,0.0000,3.0726,1.6300,1.4774,2.1701,1.5753,0.4500,,0.0000,,2,1
14842,11994.0,0.5995,5,0.000,0.027,asphalt,0.0000,0.0000,0.6019,0.3981,0.0000,3.0434,1.6145,1.4634,2.1495,1.5603,0.4500,,0.0000,,2,1
14892,11841.0,0.5873,5,0.000,0.049,asphalt,0.0000,0.0000,0.6509,0.3491,0.0000,3.0046,1.5939,1.4447,2.1220,1.5404,0.4500,,0.0000,,2,1
14942,11661.0,0.5729,5,0.000,0.066,asphalt,0.0000,0.0000,0.7085,0.2915,0.0000,2.9589,1.5697,1.4228,2.0898,1.5170,0.4500,,0.0000,,2,1
14992,11472.0,0.5578,5,0.000,0.080,asphalt,0.0000,0.0000,0.7690,0.2310,0.0000,2.9109,1.5442,1.3997,2.0559,1.4924,0.4500,,0.0000,,2,1
15042,11264.0,0.5411,5,0.000,0.090,asphalt,0.0000,0.0000,0.8355,0.1645,0.0000,2.8582,1.5162,1.3743,2.0186,1.4653,0.4500,,0.0000,,2,1
15092,11019.0,0.5215,5,0.000,0.096,asphalt,0.0000,0.0000,0.9139,0.0861,0.0000,2.7960,1.4832,1.3444,1.9747,1.4335,0.4500,,0.0000,,2,0
15142,10790.0,0.5032,5,0.000,0.100,asphalt,0.0000,0.0000,0.9872,0.0128,0.0000,2.7379,1.4524,1.3165,1.9337,1.4037,0.4500,,0.0000,,2,0
15192,10570.0,0.4856,5,0.000,0.105,asphalt,0.0000,0.0576,0.9424,0.0000,0.0000,2.6821,1.4228,1.2897,1.8943,1.3750,0.4500,,0.0000,,2,0
15242,10353.0,0.4682,5,0.000,0.109,asphalt,0.0000,0.1270,0.8730,0.0000,0.0000,2.6270,1.3936,1.2632,1.8554,1.3468,0.4500,,0.0000,,2,1
15292,10143.0,0.4514,5,0.000,0.117,asphalt,0.0000,0.1942,0.8058,0.0000,0.0000,2.5737,1.3653,1.2376,1.8177,1.3195,0.4500,,0.0000,,2,1
15343,9921.0,0.4337,5,0.000,0.125,asphalt,0.0000,0.2653,0.7347,0.0000,0.0000,2.5174,1.3354,1.2105,1.7780,1.2906,0.4500,,0.0000,,2,1
15401,9502.0,0.4002,5,0.000,0.125,asphalt,0.0000,0.3994,0.6006,0.0000,0.0000,2.4111,1.2790,1.1593,1.7029,1.2361,0.4500,,0.0000,,2,1
15451,8526.0,0.3221,5,0.000,0.102,asphalt,0.0000,0.7117,0.2883,0.0000,0.0000,2.1634,1.1477,1.0403,1.5280,1.1091,0.4500,,0.0000,,1,1
15501,7650.0,0.2520,5,0.000,0.102,asphalt,0.0000,0.9920,0.0080,0.0000,0.0000,1.9411,1.0297,0.9334,1.3710,0.9952,0.4500,,0.0000,,1,0
15551,9742.0,0.4194,4,0.000,0.101,asphalt,0.0000,0.3226,0.6774,0.0000,0.0000,2.4720,1.3113,1.1886,1.7459,1.2673,0.4500,,0.0000,shift_down,2,1
15601,9660.0,0.4128,4,0.000,0.130,asphalt,0.0000,0.3488,0.6512,0.0000,0.0000,2.4512,1.3003,1.1786,1.7312,1.2567,0.4500,,0.0000,,2,1
15651,9560.0,0.4048,4,0.000,0.153,asphalt,0.0000,0.3808,0.6192,0.0000,0.0000,2.4258,1.2868,1.1664,1.7133,1.2437,0.4500,,0.0000,,2,1
15701,9438.0,0.3950,4,0.000,0.164,asphalt,0.0000,0.4198,0.5802,0.0000,0.0000,2.3948,1.2704,1.1515,1.6914,1.2278,0.4500,,0.0000,,2,1
15751,9314.0,0.3851,4,0.000,0.162,asphalt,0.0000,0.4595,0.5405,0.0000,0.0000,2.3634,1.2537,1.1364,1.6692,1.2117,0.4500,,0.0000,,2,1
15801,9190.0,0.3752,4,0.000,0.158,asphalt,0.0000,0.4992,0.5008,0.0000,0.0000,2.3319,1.2370,1.1213,1.6470,1.1955,0.4500,,0.0000,,2,1
15851,9050.0,0.3640,4,0.000,0.149,asphalt,0.0000,0.5440,0.4560,0.0000,0.0000,2.2964,1.2182,1.1042,1.6219,1.1773,0.4500,,0.0000,,1,1
15901,8915.0,0.3532,4,0.000,0.141,asphalt,0.0000,0.5872,0.4128,0.0000,0.0000,2.2621,1.2000,1.0877,1.5977,1.1598,0.4500,,0.0000,,1,1
15959,8646.0,0.3317,4,0.000,0.136,asphalt,0.0000,0.6733,0.3267,0.0000,0.0000,2.1939,1.1638,1.0549,1.5495,1.1248,0.4500,,0.0000,,1,1
16009,7758.0,0.2606,4,0.000,0.109,asphalt,0.0000,0.9574,0.0426,0.0000,0.0000,1.9685,1.0443,0.9466,1.3903,1.0092,0.4500,,0.0000,,1,0
16059,6961.0,0.1969,4,0.000,0.085,asphalt,0.2125,0.7875,0.0000,0.0000,0.0000,1.7663,0.9370,0.8493,1.2475,0.9056,0.4500,,0.0000,,1,1
16109,9493.0,0.3994,3,0.000,0.065,asphalt,0.0000,0.4022,0.5978,0.0000,0.0000,2.4088,1.2778,1.1582,1.7013,1.2349,0.4500,,0.0000,shift_down,2,1
16159,9480.0,0.3984,3,0.000,0.076,asphalt,0.0000,0.4064,0.5936,0.0000,0.0000,2.4055,1.2761,1.1567,1.6989,1.2333,0.4500,,0.0000,,2,1
16209,9488.0,0.3990,3,0.000,0.086,asphalt,0.0000,0.4038,0.5962,0.0000,0.0000,2.4075,1.2772,1.1576,1.7004,1.2343,0.4500,,0.0000,,2,1
16259,9480.0,0.3984,3,0.000,0.097,asphalt,0.0000,0.4064,0.5936,0.0000,0.0000,2.4055,1.2761,1.1567,1.6989,1.2333,0.4500,,0.0000,,2,1
16309,9438.0,0.3950,3,0.000,0.107,asphalt,0.0000,0.4198,0.5802,0.0000,0.0000,2.3948,1.2704,1.1515,1.6914,1.2278,0.4500,,0.0000,,2,1
16367,9391.0,0.3913,3,0.167,0.113,asphalt,0.0000,0.4349,0.5651,0.0000,0.0000,2.3829,1.2641,1.1458,1.6830,1.2217,0.5418,,0.0000,,2,1
16417,9509.0,0.4007,3,0.000,0.107,asphalt,0.0000,0.3971,0.6029,0.0000,0.0000,2.4128,1.2800,1.1602,1.7041,1.2370,0.4500,,0.0000,,2,1
16467,9524.0,0.4019,3,0.500,0.103,asphalt,0.0000,0.3923,0.6077,0.0000,0.0000,2.4166,1.2820,1.1620,1.7068,1.2390,0.7250,,0.0000,,2,1
16517,10316.0,0.4653,3,1.000,0.049,asphalt,0.0000,0.1389,0.8611,0.0000,0.0000,2.6176,1.3886,1.2587,1.8487,1.3420,1.0000,,0.0000,,2,1
16567,11008.0,0.5206,3,1.000,0.075,asphalt,0.0000,0.0000,0.9174,0.0826,0.0000,2.7932,1.4818,1.3431,1.9728,1.4320,1.0000,,0.0000,,2,0
16617,11522.0,0.5618,3,1.000,0.122,asphalt,0.0000,0.0000,0.7530,0.2470,0.0000,2.9236,1.5509,1.4058,2.0649,1.4989,1.0000,,0.0000,,2,1
16667,11943.0,0.5954,3,1.000,0.154,asphalt,0.0000,0.0000,0.6182,0.3818,0.0000,3.0304,1.6076,1.4572,2.1403,1.5537,1.0000,,0.0000,,2,1
16717,12280.0,0.6224,3,1.000,0.180,asphalt,0.0000,0.0000,0.5104,0.4896,0.0000,3.1160,1.6530,1.4983,2.2007,1.5975,1.0000,,0.0000,,2,1
16767,12554.0,0.6443,3,1.000,0.200,asphalt,0.0000,0.0000,0.4227,0.5773,0.0000,3.1855,1.6899,1.5317,2.2498,1.6331,1.0000,,0.0000,,3,1
16817,12783.0,0.6626,3,1.000,0.216,asphalt,0.0000,0.0000,0.3494,0.6506,0.0000,3.2436,1.7207,1.5597,2.2909,1.6629,1.0000,,0.0000,,3,1
16867,12979.0,0.6783,3,1.000,0.228,asphalt,0.0000,0.0000,0.2867,0.7133,0.0000,3.2933,1.7471,1.5836,2.3260,1.6884,1.0000,,0.0000,,3,1
16917,13153.0,0.6922,3,1.000,0.237,asphalt,0.0000,0.0000,0.2310,0.7690,0.0000,3.3375,1.7705,1.6048,2.3572,1.7111,1.0000,,0.0000,,3,1
16967,13311.0,0.7049,3,1.000,0.243,asphalt,0.0000,0.0000,0.1805,0.8195,0.0000,3.3776,1.7918,1.6241,2.3855,1.7316,1.0000,,0.0000,,3,1
17017,13459.0,0.7167,3,1.000,0.248,asphalt,0.0000,0.0000,0.1331,0.8669,0.0000,3.4151,1.8117,1.6421,2.4120,1.7509,1.0000,,0.0000,,3,1
17067,13252.0,0.7002,3,0.333,0.231,asphalt,0.0000,0.0000,0.1994,0.8006,0.0000,3.3626,1.7838,1.6169,2.3749,1.7239,0.6331,,0.0000,,3,1
17117,12230.0,0.6184,3,0.000,0.164,asphalt,0.0000,0.0000,0.5264,0.4736,0.0000,3.1033,1.6463,1.4922,2.1918,1.5910,0.4500,,0.0000,,2,1
17167,11271.0,0.5417,3,0.000,0.095,asphalt,0.0000,0.0000,0.8333,0.1667,0.0000,2.8599,1.5172,1.3752,2.0199,1.4662,0.4500,,0.0000,,2,1
17217,10469.0,0.4775,3,0.000,0.033,asphalt,0.0000,0.0899,0.9101,0.0000,0.0000,2.6564,1.4092,1.2773,1.8762,1.3619,0.4500,,0.0000,,2,0
17267,10007.0,0.4406,3,0.000,0.008,asphalt,0.0000,0.2378,0.7622,0.0000,0.0000,2.5392,1.3470,1.2210,1.7934,1.3018,0.4500,,0.0000,,2,1
17317,10016.0,0.4413,3,0.000,0.010,asphalt,0.0000,0.2349,0.7651,0.0000,0.0000,2.5415,1.3482,1.2221,1.7950,1.3030,0.4500,,0.0000,,2,1
17367,9983.0,0.4386,3,0.000,0.012,asphalt,0.0000,0.2454,0.7546,0.0000,0.0000,2.5331,1.3438,1.2180,1.7891,1.2987,0.4500,,0.0000,,2,1
17417,9945.0,0.4356,3,0.000,0.013,asphalt,0.0000,0.2576,0.7424,0.0000,0.0000,2.5235,1.3387,1.2134,1.7823,1.2937,0.4500,,0.0000,,2,1
17467,9901.0,0.4321,3,0.000,0.013,asphalt,0.0000,0.2717,0.7283,0.0000,0.0000,2.5123,1.3328,1.2080,1.7744,1.2880,0.4500,,0.0000,,2,1
17517,9849.0,0.4279,3,0.000,0.012,asphalt,0.0000,0.2883,0.7117,0.0000,0.0000,2.4991,1.3258,1.2017,1.7651,1.2813,0.4500,,0.0000,,2,1
17567,9787.0,0.4230,3,0.000,0.011,asphalt,0.0000,0.3082,0.6918,0.0000,0.0000,2.4834,1.3174,1.1941,1.7539,1.2732,0.4500,,0.0000,,2,1
17617,8930.0,0.3544,3,0.000,0.008,asphalt,0.0000,0.5824,0.4176,0.0000,0.0000,2.2659,1.2020,1.0896,1.6004,1.1617,0.4500,,0.0000,,1,1
17667,8012.0,0.2810,3,0.000,0.009,asphalt,0.0000,0.8762,0.1238,0.0000,0.0000,2.0330,1.0785,0.9776,1.4358,1.0423,0.4500,,0.0000,,1,1
17717,9911.0,0.4329,2,0.000,0.018,asphalt,0.0000,0.2685,0.7315,0.0000,0.0000,2.5148,1.3341,1.2092,1.7762,1.2893,0.4500,,0.0000,shift_down,2,1
